state_abbr,county_fips,county_name,org_count,total_revenue,total_expenses,total_gov_grants,total_org_grants,total_volunteers,avg_revenue,avg_expenses,volunteers_per_org
GA,13071,"Colquitt County, Georgia",39.0,239235225.0,237129964.0,39634594.0,0.0,1664.0,6134236.538461538,6080255.487179487,42.666666666666664
GA,13073,"Columbia County, Georgia",111.0,211363439.0,179623968.0,12247519.0,6.0,10850.0,1904175.1261261262,1618233.945945946,97.74774774774775
GA,13075,"Cook County, Georgia",4.0,2360265.0,2138629.0,80912.0,0.0,25.0,590066.25,534657.25,6.25
GA,13077,"Coweta County, Georgia",104.0,541742863.0,453938543.0,16234727.0,0.0,60032.0,5209065.990384615,4364793.682692308,577.2307692307693
GA,13079,"Crawford County, Georgia",2.0,544644.0,608900.0,287307.0,0.0,10.0,272322.0,304450.0,5.0
GA,13081,"Crisp County, Georgia",15.0,134944708.0,136243070.0,3495025.0,0.0,292.0,8996313.866666667,9082871.333333334,19.466666666666665
GA,13083,"Dade County, Georgia",12.0,7727715.0,7343209.0,1450522.0,0.0,249.0,643976.25,611934.0833333334,20.75
GA,13085,"Dawson County, Georgia",37.0,28733564.0,25904092.0,654745.0,0.0,1936.0,776582.8108108108,700110.5945945946,52.32432432432432
GA,13087,"Decatur County, Georgia",17.0,4162002.0,4374544.0,792616.0,0.0,294.0,244823.64705882352,257326.11764705883,17.294117647058822
GA,13089,"DeKalb County, Georgia",1164.0,20641062444.0,19799693459.0,1641382536.0,64.0,567132.0,17732871.51546392,17010045.926975947,487.22680412371136
GA,13091,"Dodge County, Georgia",5.0,34228497.0,27296827.0,211722.0,0.0,0.0,6845699.4,5459365.4,0.0
GA,13093,"Dooly County, Georgia",6.0,28307622.0,28211473.0,19166.0,0.0,100.0,4717937.0,4701912.166666667,16.666666666666668
GA,13095,"Dougherty County, Georgia",121.0,1362877731.0,1237463837.0,114554210.0,5.0,4772.0,11263452.32231405,10226973.859504132,39.43801652892562
GA,13097,"Douglas County, Georgia",87.0,598358085.0,596531931.0,9629131.0,2.0,761.0,6877679.137931035,6856688.862068965,8.74712643678161
GA,13099,"Early County, Georgia",10.0,21160825.0,20403232.0,4854500.0,0.0,107.0,2116082.5,2040323.2,10.7
GA,13101,"Echols County, Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,13103,"Effingham County, Georgia",25.0,81641212.0,87294831.0,9330745.0,0.0,776.0,3265648.48,3491793.24,31.04
GA,13105,"Elbert County, Georgia",7.0,2795178.0,2298590.0,8110.0,0.0,85.0,399311.14285714284,328370.0,12.142857142857142
GA,13107,"Emanuel County, Georgia",17.0,29856598.0,30065867.0,9884288.0,0.0,168.0,1756270.4705882352,1768580.4117647058,9.882352941176471
GA,13109,"Evans County, Georgia",11.0,40211253.0,37380757.0,1739610.0,0.0,14.0,3655568.4545454546,3398250.6363636362,1.2727272727272727
GA,13111,"Fannin County, Georgia",40.0,95726118.0,90539544.0,11824870.0,0.0,1565.0,2393152.95,2263488.6,39.125
GA,13113,"Fayette County, Georgia",174.0,1167953629.0,822404411.0,16921297.0,4.0,10926.0,6712377.17816092,4726462.1321839085,62.793103448275865
GA,13115,"Floyd County, Georgia",104.0,1454870023.0,1489954030.0,18377298.0,7.0,6489.0,13989134.836538462,14326481.057692308,62.39423076923077
GA,13117,"Forsyth County, Georgia",159.0,606052692.0,600127286.0,9004003.0,3.0,26071.0,3811652.150943396,3774385.4465408805,163.9685534591195
GA,13119,"Franklin County, Georgia",22.0,86280647.0,87752870.0,993195.0,0.0,611.0,3921847.590909091,3988766.8181818184,27.772727272727273
GA,13121,"Fulton County, Georgia",3026.0,35773719568.0,33128666324.0,2288770124.0,294.0,2899339.0,11822114.86054197,10948006.055518838,958.1424322538004
GA,13123,"Gilmer County, Georgia",33.0,26266303.0,23638318.0,3648892.0,0.0,1723.0,795948.5757575758,716312.6666666666,52.21212121212121
GA,13125,"Glascock County, Georgia",1.0,297948.0,269520.0,255000.0,0.0,0.0,297948.0,269520.0,0.0
GA,13127,"Glynn County, Georgia",135.0,1708311877.0,1653514011.0,63814014.0,10.0,27554.0,12654162.051851852,12248251.933333334,204.1037037037037
GA,13129,"Gordon County, Georgia",30.0,289249210.0,266939879.0,4430677.0,1.0,2283.0,9641640.333333334,8897995.966666667,76.1
GA,13131,"Grady County, Georgia",13.0,53780884.0,52686071.0,1293185.0,0.0,66.0,4136991.076923077,4052774.6923076925,5.076923076923077
GA,13133,"Greene County, Georgia",39.0,97795508.0,85913294.0,6083610.0,0.0,1453.0,2507577.128205128,2202904.9743589745,37.256410256410255
GA,13135,"Gwinnett County, Georgia",839.0,1753558240.0,1603945865.0,64341432.0,41.0,139321.0,2090057.4970202623,1911735.2383790226,166.0560190703218
GA,13137,"Habersham County, Georgia",50.0,161018516.0,162517239.0,4699258.0,0.0,1558.0,3220370.32,3250344.78,31.16
GA,13139,"Hall County, Georgia",175.0,3424879768.0,3120712856.0,47588905.0,14.0,33180.0,19570741.53142857,17832644.89142857,189.6
GA,13141,"Hancock County, Georgia",3.0,240342.0,216374.0,117966.0,0.0,20.0,80114.0,72124.66666666667,6.666666666666667
GA,13143,"Haralson County, Georgia",12.0,25522468.0,24828034.0,282346.0,0.0,111.0,2126872.3333333335,2069002.8333333333,9.25
GA,13145,"Harris County, Georgia",31.0,20296653.0,24267760.0,1491781.0,3.0,1257.0,654730.7419354839,782830.9677419355,40.54838709677419
GA,13147,"Hart County, Georgia",15.0,89266302.0,88625682.0,1308397.0,0.0,453.0,5951086.8,5908378.8,30.2
GA,13149,"Heard County, Georgia",6.0,1647769.0,1565698.0,0.0,0.0,70.0,274628.1666666667,260949.66666666666,11.666666666666666
GA,13151,"Henry County, Georgia",149.0,813230152.0,754827103.0,8990775.0,2.0,5668.0,5457920.483221477,5065953.711409396,38.04026845637584
GA,13153,"Houston County, Georgia",107.0,620030247.0,597870315.0,30985249.0,6.0,6803.0,5794675.205607477,5587573.037383177,63.57943925233645
GA,13155,"Irwin County, Georgia",4.0,47389102.0,46891824.0,4710585.0,0.0,0.0,11847275.5,11722956.0,0.0
GA,13157,"Jackson County, Georgia",60.0,706852948.0,690686955.0,1425070.0,1.0,4120.0,11780882.466666667,11511449.25,68.66666666666667
GA,13159,"Jasper County, Georgia",7.0,19543488.0,20757731.0,476912.0,0.0,17.0,2791926.8571428573,2965390.1428571427,2.4285714285714284
GA,13161,"Jeff Davis County, Georgia",7.0,2361063.0,2297283.0,148518.0,0.0,3.0,337294.71428571426,328183.28571428574,0.42857142857142855
GA,13163,"Jefferson County, Georgia",17.0,92421561.0,92074535.0,3900.0,0.0,527.0,5436562.411764706,5416149.117647059,31.0
GA,13165,"Jenkins County, Georgia",7.0,51498173.0,51052651.0,393261.0,0.0,50.0,7356881.857142857,7293235.857142857,7.142857142857143
GA,13167,"Johnson County, Georgia",3.0,20760551.0,20598190.0,9040729.0,0.0,27.0,6920183.666666667,6866063.333333333,9.0
GA,13169,"Jones County, Georgia",14.0,656479911.0,643100100.0,4905912.0,0.0,28.0,46891422.21428572,45935721.428571425,2.0
GA,13171,"Lamar County, Georgia",21.0,89283656.0,85640419.0,1038176.0,0.0,154.0,4251602.666666667,4078115.1904761903,7.333333333333333
GA,13173,"Lanier County, Georgia",5.0,8520560.0,8460315.0,56000.0,0.0,9.0,1704112.0,1692063.0,1.8
GA,13175,"Laurens County, Georgia",36.0,68244777.0,64488857.0,2382409.0,1.0,101.0,1895688.25,1791357.138888889,2.8055555555555554
GA,13177,"Lee County, Georgia",12.0,3738411.0,4245502.0,175518.0,0.0,2928.0,311534.25,353791.8333333333,244.0
GA,13179,"Liberty County, Georgia",44.0,103500767.0,101879909.0,5336650.0,0.0,3411.0,2352290.159090909,2315452.477272727,77.52272727272727
GA,13181,"Lincoln County, Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,13183,"Long County, Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,13185,"Lowndes County, Georgia",90.0,733754511.0,654330982.0,76666155.0,5.0,6407.0,8152827.9,7270344.244444445,71.18888888888888
GA,13187,"Lumpkin County, Georgia",36.0,35047869.0,31539346.0,1491336.0,1.0,905.0,973551.9166666666,876092.9444444445,25.13888888888889
GA,13189,"McDuffie County, Georgia",11.0,4169465.0,3281229.0,2311652.0,0.0,111.0,379042.2727272727,298293.54545454547,10.090909090909092
GA,13191,"McIntosh County, Georgia",8.0,3352432.0,3236728.0,376509.0,0.0,36.0,419054.0,404591.0,4.5
GA,13193,"Macon County, Georgia",4.0,1484365.0,1810236.0,936727.0,0.0,15.0,371091.25,452559.0,3.75
GA,13195,"Madison County, Georgia",14.0,64948967.0,63554867.0,8905987.0,0.0,284.0,4639211.928571428,4539633.357142857,20.285714285714285
GA,13197,"Marion County, Georgia",5.0,812840.0,829157.0,262552.0,0.0,0.0,162568.0,165831.4,0.0
GA,13199,"Meriwether County, Georgia",10.0,7442486.0,4673179.0,75541.0,0.0,480.0,744248.6,467317.9,48.0
GA,13201,"Miller County, Georgia",4.0,1515236.0,1739927.0,490768.0,0.0,0.0,378809.0,434981.75,0.0
GA,13205,"Mitchell County, Georgia",19.0,94396700.0,92947882.0,14379432.0,0.0,132.0,4968247.368421053,4891993.7894736845,6.947368421052632
GA,13207,"Monroe County, Georgia",17.0,11037617.0,10322830.0,835990.0,0.0,507.0,649271.5882352941,607225.2941176471,29.823529411764707
GA,13209,"Montgomery County, Georgia",4.0,21520139.0,20107112.0,775809.0,0.0,111.0,5380034.75,5026778.0,27.75
GA,13211,"Morgan County, Georgia",25.0,23368419.0,17921300.0,1444137.0,1.0,616.0,934736.76,716852.0,24.64
GA,13213,"Murray County, Georgia",13.0,13891559.0,13887074.0,2942008.0,0.0,617.0,1068581.4615384615,1068236.4615384615,47.46153846153846
GA,13215,"Muscogee County, Georgia",252.0,1394011264.0,1283434542.0,72229623.0,24.0,19291.0,5531790.73015873,5092994.214285715,76.5515873015873
GA,13217,"Newton County, Georgia",52.0,844849959.0,807158066.0,2752163.0,1.0,1501.0,16247114.596153846,15522270.5,28.865384615384617
GA,13219,"Oconee County, Georgia",57.0,95727213.0,43625386.0,1766780.0,1.0,5360.0,1679424.7894736843,765357.649122807,94.03508771929825
GA,13221,"Oglethorpe County, Georgia",4.0,794205.0,662886.0,0.0,0.0,55.0,198551.25,165721.5,13.75
GA,13223,"Paulding County, Georgia",70.0,33673182.0,26954320.0,2496593.0,1.0,1557.0,481045.45714285714,385061.71428571426,22.242857142857144
GA,13225,"Peach County, Georgia",19.0,9610193.0,9145867.0,69226.0,0.0,94.0,505799.63157894736,481361.4210526316,4.947368421052632
GA,13227,"Pickens County, Georgia",58.0,232311492.0,188429591.0,12624220.0,2.0,1674.0,4005370.5517241377,3248786.0517241377,28.862068965517242
GA,13229,"Pierce County, Georgia",10.0,4952564.0,4702387.0,0.0,0.0,1309.0,495256.4,470238.7,130.9
GA,13231,"Pike County, Georgia",8.0,2825387.0,2933312.0,0.0,0.0,7.0,353173.375,366664.0,0.875
GA,13233,"Polk County, Georgia",21.0,17716204.0,16132272.0,1093034.0,0.0,908.0,843628.7619047619,768203.4285714285,43.23809523809524
GA,13235,"Pulaski County, Georgia",13.0,27794898.0,34337192.0,638023.0,0.0,213.0,2138069.076923077,2641322.4615384615,16.384615384615383
GA,13237,"Putnam County, Georgia",18.0,13185410.0,10950985.0,2947517.0,0.0,756.0,732522.7777777778,608388.0555555555,42.0
GA,13239,"Quitman County, Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,13241,"Rabun County, Georgia",30.0,201352216.0,190182269.0,5073483.0,1.0,647.0,6711740.533333333,6339408.966666667,21.566666666666666
GA,13243,"Randolph County, Georgia",4.0,19994755.0,22101437.0,8841887.0,0.0,26.0,4998688.75,5525359.25,6.5
GA,13245,"Richmond County, Georgia",230.0,982755319.0,954757829.0,168458718.0,16.0,9054.0,4272849.213043478,4151120.995652174,39.36521739130435
GA,13247,"Rockdale County, Georgia",80.0,312707194.0,307826218.0,24073447.0,1.0,1709.0,3908839.925,3847827.725,21.3625
GA,13249,"Schley County, Georgia",1.0,11500.0,15079.0,0.0,0.0,0.0,11500.0,15079.0,0.0
GA,13251,"Screven County, Georgia",9.0,16251309.0,23541494.0,0.0,1.0,27.0,1805701.0,2615721.5555555555,3.0
GA,13253,"Seminole County, Georgia",5.0,42665681.0,45635009.0,152835.0,0.0,0.0,8533136.2,9127001.8,0.0
GA,13255,"Spalding County, Georgia",61.0,25281085.0,24937240.0,6025012.0,0.0,1588.0,414444.01639344264,408807.2131147541,26.0327868852459
GA,13257,"Stephens County, Georgia",33.0,101551786.0,93327574.0,4041978.0,0.0,306.0,3077326.8484848486,2828108.303030303,9.272727272727273
GA,13259,"Stewart County, Georgia",2.0,75881153.0,66404961.0,11865516.0,0.0,0.0,37940576.5,33202480.5,0.0
GA,13261,"Sumter County, Georgia",49.0,673521347.0,686722563.0,35777927.0,1.0,911955.0,13745333.612244898,14014746.18367347,18611.326530612245
GA,13263,"Talbot County, Georgia",1.0,205951.0,238498.0,0.0,0.0,0.0,205951.0,238498.0,0.0
GA,13265,"Taliaferro County, Georgia",1.0,315634.0,164130.0,0.0,0.0,0.0,315634.0,164130.0,0.0
GA,13267,"Tattnall County, Georgia",5.0,78596602.0,78337598.0,331868.0,0.0,0.0,15719320.4,15667519.6,0.0
GA,13269,"Taylor County, Georgia",4.0,268735167.0,268809806.0,0.0,0.0,3.0,67183791.75,67202451.5,0.75
GA,13271,"Telfair County, Georgia",2.0,583852.0,446379.0,0.0,0.0,20.0,291926.0,223189.5,10.0
GA,13273,"Terrell County, Georgia",4.0,8167871.0,8332892.0,3441753.0,0.0,50.0,2041967.75,2083223.0,12.5
GA,13275,"Thomas County, Georgia",74.0,696295450.0,666286966.0,8312902.0,6.0,11515.0,9409397.972972972,9003877.918918919,155.6081081081081
GA,13277,"Tift County, Georgia",54.0,576501466.0,550483210.0,6098980.0,2.0,16534.0,10675953.074074075,10194133.518518519,306.18518518518516
GA,13279,"Toombs County, Georgia",35.0,95732991.0,107446607.0,3314289.0,0.0,457.0,2735228.314285714,3069903.057142857,13.057142857142857
GA,13281,"Towns County, Georgia",19.0,227783227.0,224920859.0,1834852.0,0.0,4275.0,11988590.894736841,11837939.94736842,225.0
GA,13283,"Treutlen County, Georgia",2.0,307547.0,278271.0,37604.0,0.0,5.0,153773.5,139135.5,2.5
GA,13285,"Troup County, Georgia",102.0,314995318.0,293835207.0,25326468.0,5.0,2580.0,3088189.3921568627,2880737.3235294116,25.294117647058822
GA,13287,"Turner County, Georgia",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,13289,"Twiggs County, Georgia",2.0,426506.0,440745.0,0.0,0.0,0.0,213253.0,220372.5,0.0
GA,13291,"Union County, Georgia",21.0,148136992.0,126063565.0,2487289.0,1.0,445.0,7054142.476190476,6003026.904761905,21.19047619047619
GA,13293,"Upson County, Georgia",14.0,160959570.0,153295976.0,661034.0,0.0,223.0,11497112.142857144,10949712.57142857,15.928571428571429
GA,13295,"Walker County, Georgia",33.0,94260502.0,86052111.0,2716308.0,1.0,427.0,2856378.8484848486,2607639.727272727,12.93939393939394
GA,13297,"Walton County, Georgia",52.0,672670608.0,632780156.0,2525660.0,0.0,144686.0,12935973.23076923,12168849.153846154,2782.423076923077
GA,13299,"Ware County, Georgia",42.0,65045350.0,62451936.0,39248178.0,0.0,4996.0,1548698.8095238095,1486950.857142857,118.95238095238095
GA,13301,"Warren County, Georgia",5.0,4462547.0,4047184.0,299741.0,0.0,9.0,892509.4,809436.8,1.8
GA,13303,"Washington County, Georgia",24.0,69394869.0,67958899.0,6615944.0,0.0,1130.0,2891452.875,2831620.7916666665,47.083333333333336
